Id,Label,timeset,0,1,2,3,4,5,6,7,8,9,bday,kclique,demon,louvain,infomap,Degree,componentnumber,Weighted Degree,modularity_class
13900200,13900200,,"Iordachescu, V",317,2645,2581,30,94,170,53,MDA,M,1977,0,30,18,23,13,0,13,12
13502956,13502956,,"Zhigalko, S",746,2694,2574,155.2,264,357,125,BLR,M,1989,26,34,1,1,83,0,83,8
3405400,3405400,,"Morovic Fernandez, I",95,2575,2501,-65.8,21,43,31,CHI,M,1963,0,31,0,8,4,0,4,19
14114550,14114550,,"Muzychuk, M",455,2563,2456,-150,122,189,144,UKR,F,1992,8,32,2,2,34,0,34,7
2012782,2012782,,"Krush, I",289,2502,2422,81,77,96,116,USA,F,1983,8,33,2,2,23,0,23,7
1207822,1207822,,"Lupulescu, C",460,2660,2601,-43.5,126,271,63,ROU,M,1984,4,34,18,23,30,0,30,8
3503631,3503631,,"Delgado Ramirez, N",217,2625,2574,-134.9,73,97,47,PAR,M,1981,31,31,0,8,22,0,22,19
623539,623539,,"Vachier Lagrave, M",1696,2819,2686,386.2,628,785,283,FRA,M,1990,33,34,1,1,103,0,103,8
14109603,14109603,,"Karjakin, Sergey",1470,2786,2748,369.8,509,688,273,RUS,M,1990,4,34,1,1,89,0,89,8
8605114,8605114,,Lei Tingjie,331,2545,2421,165.1,103,139,89,CHN,F,1997,8,32,2,2,28,0,28,7
813192,813192,,"Vocaturo, D",416,2630,2511,-22.2,140,181,95,ITA,M,1989,27,30,18,21,22,0,22,13
14403803,14403803,,"Kadric, D",320,2583,2418,71.5,82,155,83,BIH,M,1995,18,34,21,3,21,0,21,12
2020009,2020009,,"Caruana, F",1408,2844,2757,-561.8,478,589,341,USA,M,1992,4,34,1,1,73,0,73,8
8603677,8603677,,Ding Liren,906,2816,2660,40.2,287,484,135,CHN,M,1992,4,34,1,1,83,0,83,8
1706446,1706446,,"Tikkanen, H",199,2575,2478,-26.3,55,95,49,SWE,M,1985,5,27,13,17,16,0,16,6
14507927,14507927,,"Bosiocic, Mari",624,2629,2542,-71.1,224,218,182,CRO,M,1988,18,34,4,9,55,0,55,12
1106619,1106619,,"Socko, M",384,2485,2428,-80.7,96,129,159,POL,F,1978,8,32,2,2,40,0,40,7
2219026,2219026,,"Vega Gutierrez, S",81,2427,2400,-99.4,8,17,56,ESP,F,1987,0,32,2,2,4,0,4,7
13701525,13701525,,"Ismagambetov, An",162,2559,2463,23.7,43,58,61,KAZ,M,1986,0,33,13,38,9,0,9,5
404853,404853,,"McShane, L",336,2713,2640,-36.8,127,118,91,ENG,M,1984,0,34,13,1,18,0,18,8
13602934,13602934,,"Paichadze, L",254,2588,2501,33.6,68,140,46,GEO,M,1991,7,30,8,13,15,0,15,1
12539929,12539929,,"Maghsoodloo, Parham",560,2689,2411,222.5,226,208,126,IRI,M,2000,29,34,6,20,52,0,52,4
912123,912123,,"Nenezic, M",134,2522,2407,55,36,63,35,SRB,M,1995,0,27,4,6,10,0,10,12
13401653,13401653,,"Mamedov, Rau",949,2709,2628,251.4,364,396,189,AZE,M,1988,32,34,1,1,105,0,105,8
14100010,14100010,,"Ivanchuk, V",998,2771,2677,-20.1,351,426,221,UKR,M,1969,8,34,1,1,90,0,90,8
309095,309095,,"Navara, D",1106,2751,2679,-86.2,501,393,212,CZE,M,1985,34,34,3,1,124,0,124,8
1509500,1509500,,"Salomon, J",201,2509,2401,49.4,48,76,77,NOR,M,1997,0,12,13,26,3,0,3,6
13601270,13601270,,"Shengelia, D",236,2579,2508,-92.8,71,87,78,AUT,M,1980,0,29,5,30,10,0,10,12
12510130,12510130,,"Idani, P",347,2611,2462,48,96,172,79,IRI,M,1995,29,34,6,20,25,0,25,4
13602276,13602276,,"Maghalashvili, Da",192,2524,2469,7,30,125,37,GEO,M,1987,7,34,8,13,15,0,15,1
702293,702293,,"Almasi, Z",348,2713,2682,-115.5,127,155,66,HUN,M,1976,4,34,21,1,25,0,25,8
5000017,5000017,,"Anand, V",1067,2816,2500,-46.2,292,580,195,IND,M,1969,4,34,1,1,61,0,61,8
1170546,1170546,,"Duda, J",806,2739,2411,365.5,305,307,194,POL,M,1998,4,34,1,1,78,0,78,8
14506688,14506688,,"Brkic, A",461,2607,2552,-10.6,127,258,76,CRO,M,1988,18,34,4,9,35,0,35,12
1709437,1709437,,"Blomqvist, E",438,2574,2448,15.8,127,168,143,SWE,M,1990,5,34,13,17,35,0,35,6
2903024,2903024,,"Georgiev, Vl",118,2566,2479,-78.8,24,59,35,MKD,M,1975,0,19,21,42,4,0,4,3
916811,916811,,"Solak, D",371,2641,2589,-25.2,85,239,47,TUR,M,1980,0,34,8,13,18,0,18,1
12800112,12800112,,"Sulskis, S",211,2567,2503,4.2,60,103,48,LTU,M,1972,11,34,9,12,14,0,14,16
3507165,3507165,,"Ortiz Suarez, I",335,2625,2514,22,115,156,64,CUB,M,1985,4,33,0,22,28,0,28,3
14602296,14602296,,"Sebenik, M",273,2573,2496,-81.4,58,134,81,SLO,M,1983,0,27,4,9,14,0,14,12
14603152,14603152,,"Borisek, J",228,2584,2552,-61,57,101,70,SLO,M,1986,0,34,4,1,7,0,7,8
3503321,3503321,,"Gonzalez Vidal, Y",213,2567,2520,42.4,52,121,40,CUB,M,1981,4,34,0,22,20,0,20,3
3804623,3804623,,"Vera Siguenas, D",83,2546,2427,-34.6,19,32,32,PER,M,1992,0,0,0,40,2,0,2,19
10601619,10601619,,"Adly, A",357,2643,2589,60.4,147,118,92,EGY,M,1987,0,34,6,41,19,0,19,9
2606771,2606771,,"Hansen, Eric",456,2629,2460,70.5,161,161,134,CAN,M,1992,0,34,21,3,27,0,27,3
502081,502081,,"Karttunen, M",134,2472,2423,2.9,26,55,53,FIN,M,1981,0,11,9,12,8,0,8,16
14907526,14907526,,"Michalik, P",455,2586,2499,109,147,207,101,CZE,M,1990,34,34,3,5,42,0,42,11
14103320,14103320,,"Ponomariov, R",774,2756,2663,-113.3,236,378,160,UKR,M,1983,4,34,1,1,77,0,77,8
13300210,13300210,,"Danielian, E",323,2490,2401,176.7,92,113,118,ARM,F,1978,8,32,2,2,24,0,24,7
13601903,13601903,,"Dzagnidze, N",576,2573,2507,-97.4,210,193,173,GEO,F,1987,8,32,2,2,41,0,41,7
3509362,3509362,,"Quesada Perez, Ya",134,2582,2433,-14.2,31,70,33,CUB,M,1992,4,33,0,22,15,0,15,3
14608502,14608502,,"Markoja, B",71,2456,2415,6.3,9,36,26,SLO,M,1998,0,0,3,14,1,0,1,11
12803731,12803731,,"Laurusas, T",205,2511,2402,112.2,42,104,59,LTU,M,1996,11,27,9,12,18,0,18,16
1007998,1007998,,"L'Ami, E",522,2651,2605,9.5,157,287,78,NED,M,1985,2,35,5,11,30,0,30,4
4901541,4901541,,"Bilguun, Sumiya",157,2497,2419,126.9,37,68,52,MGL,M,1997,0,27,6,10,3,0,3,8
6302181,6302181,,"Can, E",317,2605,2435,95.3,88,156,73,TUR,M,1990,4,34,8,13,20,0,20,1
15002187,15002187,,"Pancevski, F",147,2515,2461,-7.7,34,67,46,MKD,M,1988,0,0,18,21,5,0,5,13
14907445,14907445,,"Pacher, M",276,2502,2415,26,73,111,92,SVK,M,1990,15,29,3,5,23,0,23,11
410608,410608,,"Howell, D",612,2712,2620,-79.5,239,264,109,ENG,M,1990,4,34,13,18,56,0,56,6
13700316,13700316,,"Kazhgaleyev, M",263,2597,2561,23.2,89,98,76,KAZ,M,1973,4,34,13,38,18,0,18,5
1226380,1226380,,"Deac, Bogdan-Daniel",292,2623,2400,179.5,66,161,65,ROU,M,2001,4,34,18,23,21,0,21,8
2209381,2209381,,"Franco Ocampos, Z",37,2507,2477,-7.2,7,17,13,PAR,M,1956,0,22,0,8,3,0,3,19
4100140,4100140,,"Bareev, E",72,2675,2642,-58,20,26,26,CAN,M,1966,0,0,1,1,1,0,1,8
927031,927031,,"Popovic, Du",263,2583,2481,-26.9,52,169,42,SRB,M,1983,12,27,4,6,21,0,21,12
13400924,13400924,,"Radjabov, T",618,2793,2696,-41.9,154,347,117,AZE,M,1987,4,34,1,1,60,0,60,8
405817,405817,,"Greet, A",55,2460,2420,-9.9,9,24,22,SCO,M,1979,0,0,13,18,1,0,1,6
24651516,24651516,,"Bluebaum, M",512,2643,2424,86.8,141,271,100,GER,M,1997,4,34,5,1,34,0,34,8
13302485,13302485,,"Melkumyan, H",716,2678,2589,8.6,277,291,148,ARM,M,1989,10,34,5,1,66,0,66,8
8604436,8604436,,Li Chao2,592,2758,2665,-225.6,216,266,110,CHN,M,1989,4,34,24,1,69,0,69,8
2004887,2004887,,"Shankland, S",586,2731,2579,-17.2,180,292,114,USA,M,1991,13,34,21,3,58,0,58,3
108049,108049,,"Flores, Di",312,2634,2562,-23.5,119,123,70,ARG,M,1982,17,31,0,8,37,0,37,19
12809390,12809390,,"Pultinevicius, Paulius",74,2485,2402,40.9,21,20,33,LTU,M,2001,0,27,9,12,5,0,5,16
4202139,4202139,,"Nikolaidis, I",114,2570,2517,14.4,29,69,16,GRE,M,1971,0,2,18,36,7,0,7,13
2809052,2809052,,"Nabaty, T",365,2692,2564,55.4,161,132,72,ISR,M,1991,0,34,5,29,19,0,19,8
400041,400041,,"Adams, Mi",545,2761,2690,-8.6,168,304,73,ENG,M,1971,4,34,1,1,49,0,49,8
13702661,13702661,,"Jumabayev, R",610,2633,2525,22,231,195,184,KAZ,M,1989,4,34,1,1,52,0,52,8
14109182,14109182,,"Kryvoruchko, Y",546,2717,2659,-78.9,184,289,73,UKR,M,1986,33,34,3,1,57,0,57,8
304760,304760,,"Stocek, J",426,2592,2529,-130.2,114,213,99,CZE,M,1977,14,34,3,5,39,0,39,11
703303,703303,,"Leko, P",701,2744,2669,-30.6,167,422,112,HUN,M,1979,13,34,1,1,71,0,71,8
617822,617822,,"Sebag, M",300,2530,2450,-47.8,71,122,107,FRA,F,1986,8,34,2,2,27,0,27,7
12804444,12804444,,"Stremavicius, T",163,2490,2422,41.1,30,86,47,LTU,M,1998,11,34,9,12,9,0,9,16
4152956,4152956,,"Vitiugov, N",790,2747,2691,-206.9,264,416,110,RUS,M,1987,4,34,1,1,87,0,87,8
603767,603767,,"Bauer, Ch",519,2682,2618,-186.2,182,235,102,FRA,M,1977,6,34,5,16,39,0,39,4
3406903,3406903,,"Garcia Cardenas, P",39,2454,2405,-14.4,6,16,17,CHI,M,1989,0,31,0,8,3,0,3,19
13500465,13500465,,"Fedorov, Alex",357,2598,2551,-7.7,98,190,69,BLR,M,1972,26,34,1,23,23,0,23,2
13900463,13900463,,"Svetushkin, D",429,2614,2528,27.2,148,178,103,MDA,M,1980,0,34,4,37,28,0,28,12
14203987,14203987,,"Yakubboev, Nodirbek",186,2600,2417,128.9,64,75,47,UZB,M,2002,0,25,6,41,8,0,8,4
3801969,3801969,,"Cruz, Cr",262,2576,2496,-31,76,132,54,PER,M,1992,0,33,0,40,14,0,14,19
10600183,10600183,,"Hesham, A",36,2450,2400,1.5,9,7,20,EGY,M,1992,0,0,6,53,1,0,1,9
12573981,12573981,,"Firouzja, Alireza",453,2685,2455,407.5,195,142,116,FID,M,2003,29,34,6,20,35,0,35,4
13602250,13602250,,"Quparadze, G",281,2528,2442,283,79,132,70,GEO,M,1987,7,34,8,13,20,0,20,1
316385,316385,,"Laznicka, V",585,2686,2647,-99.7,222,235,128,CZE,M,1988,14,34,3,1,47,0,47,11
14102951,14102951,,"Eljanov, P",654,2765,2655,-152.4,224,299,131,UKR,M,1983,4,34,1,1,70,0,70,8
1612468,1612468,,"Diermair, A",228,2508,2401,77.2,46,121,61,AUT,M,1986,0,25,5,30,11,0,11,12
1506536,1506536,,"Arvola, B",91,2510,2435,60,30,30,31,NOR,M,1993,0,25,13,26,8,0,8,6
1202758,1202758,,"Nisipeanu, LD",545,2691,2648,-20.8,170,327,48,GER,M,1976,4,34,5,1,39,0,39,8
13300474,13300474,,"Aronian, L",1431,2830,2752,113.2,463,699,269,ARM,M,1982,4,34,1,1,73,0,73,8
8602689,8602689,,Huang Qian,239,2494,2434,-37.3,43,123,73,CHN,F,1986,8,32,2,2,24,0,24,7
3503054,3503054,,"Vazquez Igarza, R",244,2606,2548,-20,64,143,37,ESP,M,1979,0,31,0,37,9,0,9,19
13602543,13602543,,"Jojua, D",173,2601,2548,-58.7,43,99,31,GEO,M,1989,7,30,8,13,7,0,7,1
13402129,13402129,,"Safarli, E",693,2694,2593,-29.5,221,369,103,AZE,M,1992,32,34,1,1,68,0,68,8
950122,950122,,"Ivic, Velimir",116,2518,2405,105,36,52,28,SRB,M,2002,0,25,4,6,6,0,6,12
1701754,1701754,,"Westerberg, J",190,2545,2401,7.2,34,104,52,SWE,M,1994,5,27,13,17,13,0,13,6
14509792,14509792,,"Martinovic, Sa",349,2604,2517,-32.9,83,195,71,CRO,M,1991,18,30,4,9,22,0,22,12
8603162,8603162,,Shen Yang,182,2479,2405,37.8,43,93,46,CHN,F,1989,8,32,2,2,18,0,18,7
4147103,4147103,,"Goryachkina, A",501,2564,2401,114.3,114,243,144,RUS,F,1998,8,32,2,2,51,0,51,7
2300087,2300087,,"Stefansson, H",313,2602,2496,-104,84,141,88,ISL,M,1972,0,15,13,35,12,0,12,6
900290,900290,,"Kosic, D",358,2536,2454,-1.8,51,251,56,MNE,M,1970,20,27,4,6,36,0,36,12
944335,944335,,"Draskovic, L",123,2467,2419,12.3,17,64,42,MNE,M,1995,20,16,4,6,7,0,7,12
2301318,2301318,,"Kjartansson, G",308,2491,2403,39.8,64,106,138,ISL,M,1988,0,30,13,35,14,0,14,6
3702308,3702308,,"Vazquez, Guillermo",122,2497,2400,56.1,24,52,46,PAR,M,1997,0,34,21,3,8,0,8,3
1204297,1204297,,"Parligras, M",507,2657,2559,-122,143,273,91,ROU,M,1980,0,34,18,23,33,0,33,13
2016192,2016192,,"Nakamura, Hi",1761,2816,2743,986.1,672,802,287,USA,M,1987,4,34,1,1,83,0,83,8
8601445,8601445,,Bu Xiangzhi,519,2731,2662,26.9,173,283,63,CHN,M,1985,4,34,24,4,52,0,52,9
409561,409561,,"Jones, G",774,2709,2615,-99.1,312,300,162,ENG,M,1987,4,34,13,18,71,0,71,6
2210622,2210622,,"Perez Candelario, Man",128,2630,2559,-64.9,35,64,29,ESP,M,1983,0,25,0,43,7,0,7,19
13600966,13600966,,"Mchedlishvili, M",571,2659,2571,10.6,163,306,102,GEO,M,1979,7,34,8,13,48,0,48,1
605506,605506,,"Bacrot, E",877,2749,2677,-179.3,306,417,154,FRA,M,1983,6,34,5,1,89,0,89,8
501840,501840,,"Agopov, M",128,2465,2413,-37.9,20,55,53,FIN,M,1978,11,27,9,12,11,0,11,16
2613280,2613280,,"Preotu, Razvan",115,2527,2405,39.3,34,41,40,CAN,M,1999,0,33,21,3,7,0,7,3
5029465,5029465,,"Vidit, S",779,2723,2501,73.4,275,367,137,IND,M,1994,33,34,6,1,87,0,87,8
1130420,1130420,,"Piorun, K",634,2685,2488,37,217,281,136,POL,M,1991,4,34,3,7,46,0,46,11
405094,405094,,"Houska, Jo",73,2426,2400,-66.2,7,22,44,ENG,F,1980,0,0,13,26,2,0,2,6
4132190,4132190,,"Zimina, O",47,2431,2401,-30.3,12,11,24,ITA,F,1982,0,32,2,2,2,0,2,7
1039784,1039784,,"Van Foreest, Jorden",686,2641,2444,44.6,232,243,211,NED,M,1999,19,34,5,11,47,0,47,4
14508150,14508150,,"Saric, Iv",874,2703,2609,-122,329,376,169,CRO,M,1990,18,34,4,1,89,0,89,12
1710400,1710400,,"Grandelius, N",768,2694,2544,54.8,271,355,142,SWE,M,1993,5,34,13,1,64,0,64,8
5004985,5004985,,"Sasikiran, K",416,2707,2632,-60.9,144,204,68,IND,M,1981,4,34,24,1,31,0,31,8
300071,300071,,"Hracek, Z",489,2646,2556,-152.4,119,304,66,CZE,M,1970,14,34,3,5,37,0,37,11
14101513,14101513,,"Zhukova, N",226,2489,2403,-114.9,41,87,98,UKR,F,1979,8,32,2,2,28,0,28,7
14001101,14001101,,"Atabayev, M",137,2519,2402,63.3,33,63,41,TKM,M,1994,0,0,4,31,2,0,2,11
14110911,14110911,,"Ushenina, A",569,2501,2416,234.2,156,229,184,UKR,F,1985,8,34,2,2,41,0,41,7
4403304,4403304,,"Sanchez L, S",22,2424,2402,16.8,5,11,6,COL,M,1989,0,0,0,60,1,0,1,3
2107139,2107139,,"Fier, A",647,2636,2540,-10,221,284,142,BRA,M,1988,4,34,6,1,33,0,33,8
14923432,14923432,,"Nayhebaver, Martin",128,2478,2404,-37.3,27,57,44,SVK,M,1999,15,29,3,5,11,0,11,11
13401319,13401319,,"Mamedyarov, S",1511,2820,2726,-132.5,536,646,329,AZE,M,1985,4,34,1,1,94,0,94,8
1319620,1319620,,"Studer, N",238,2517,2403,86.1,58,94,86,SUI,M,1996,0,25,5,27,12,0,12,4
2106981,2106981,,"El Debs, F",98,2545,2503,-23.4,19,54,25,BRA,M,1985,0,31,0,8,4,0,4,19
4901266,4901266,,"Munkhgal, G",102,2468,2400,12.5,18,44,40,MGL,M,1988,0,25,24,54,5,0,5,8
1407970,1407970,,"Mikkelsen, N",63,2473,2410,-34.3,8,27,28,DEN,M,1988,0,17,13,17,4,0,4,6
719978,719978,,"Erdos, V",490,2661,2577,-81.6,105,338,47,HUN,M,1987,9,34,3,14,34,0,34,11
14000571,14000571,,"Atabayew, S",39,2443,2406,7.8,8,11,20,TKM,M,1999,0,0,6,67,2,0,2,4
1900072,1900072,,"Galego, L",111,2513,2448,-56.2,7,71,33,POR,M,1966,0,0,18,47,3,0,3,13
1900030,1900030,,"Damaso, R",63,2456,2401,28.1,9,36,18,POR,M,1968,0,0,18,47,5,0,5,13
1444948,1444948,,"Bjerre, Jonas Buhl",57,2503,2410,50.9,18,22,17,DEN,M,2004,0,17,13,17,3,0,3,6
912336,912336,,"Zajic, Milan",177,2507,2415,88.6,40,103,34,SRB,M,1999,12,25,4,6,11,0,11,12
14502569,14502569,,"Stevic, H",459,2637,2569,-65.7,104,304,51,CRO,M,1980,18,30,4,9,30,0,30,12
3802272,3802272,,"Cori, J",370,2689,2479,103.6,162,137,71,PER,M,1995,13,34,0,40,30,0,30,4
4501950,4501950,,"Volodin, Alek",143,2509,2457,-22.7,29,61,53,EST,M,1990,0,30,9,12,8,0,8,16
1416928,1416928,,"Ochsner, B",112,2486,2405,-35.5,19,48,45,DEN,M,1994,0,17,13,17,6,0,6,6
1211668,1211668,,"Chirila, I",219,2576,2502,-8,64,89,66,ROU,M,1991,4,34,21,3,17,0,17,3
12800031,12800031,,"Malisauskas, V",105,2460,2409,28.1,18,57,30,LTU,M,1963,11,11,9,12,8,0,8,16
4202694,4202694,,"Mastrovasilis, D",278,2618,2571,-70.1,64,177,37,GRE,M,1983,0,30,3,7,19,0,19,11
503142,503142,,"Nyback, T",211,2638,2571,-93.5,55,107,49,FIN,M,1985,11,34,9,12,13,0,13,16
10200444,10200444,,"Abdulla, AlR",109,2522,2454,-53,18,55,36,BAN,M,1980,0,34,6,45,6,0,6,9
13100050,13100050,,"Rakotomaharo, Fy Antenaina",78,2450,2407,-48.8,13,22,43,MAD,M,1999,0,0,5,1,1,0,1,8
6300014,6300014,,"Dastan, B",181,2582,2402,136.1,44,98,39,TUR,M,1997,0,25,8,13,3,0,3,1
4402669,4402669,,"Gallego Alcaraz, A",83,2511,2410,38.2,20,39,24,COL,M,1989,0,24,0,22,3,0,3,3
3507416,3507416,,"Bacallao Alonso, Y",169,2605,2519,32.2,46,93,30,CUB,M,1988,4,33,0,22,17,0,17,3
14001128,14001128,,"Atabayev, Y",127,2475,2407,32.2,20,56,51,TKM,M,1994,0,8,4,31,6,0,6,11
712779,712779,,"Gledura, B",423,2654,2407,147.3,128,211,84,HUN,M,1999,0,33,21,14,18,0,18,11
10200037,10200037,,"Rahman, Zia",179,2527,2468,-23.5,39,78,62,BAN,M,1974,0,34,6,45,13,0,13,9
813613,813613,,"Brunello, S",459,2615,2526,-2.2,149,208,102,ITA,M,1989,28,30,18,21,29,0,29,13
2802007,2802007,,"Sutovsky, E",313,2689,2619,-6.5,115,127,71,ISR,M,1977,4,34,1,1,15,0,15,8
1700146,1700146,,"Wiedenkeller, M",86,2479,2445,20.3,20,38,28,LUX,M,1963,5,12,13,17,7,0,7,6
1134167,1134167,,"Dragun, K",450,2625,2434,26.7,131,217,102,POL,M,1995,9,34,3,7,31,0,31,11
4404025,4404025,,"Martinez Romero, M",54,2438,2401,-39.7,3,25,26,COL,M,1995,0,0,0,22,1,0,1,3
921815,921815,,"Kalezic, B",88,2465,2415,5.9,11,48,29,MNE,M,1978,20,16,4,6,8,0,8,12
2023970,2023970,,"Robson, R",339,2682,2598,50.4,127,138,74,USA,M,1994,4,34,21,3,36,0,36,3
13302507,13302507,,"Hovhannisyan, R",421,2650,2591,-11.5,148,181,92,ARM,M,1991,10,34,8,15,31,0,31,19
2226332,2226332,,"Ibarra Jerez, JC",185,2577,2510,8.7,52,105,28,ESP,M,1985,0,27,0,19,8,0,8,19
13504398,13504398,,"Kovalev, Vl",724,2703,2473,64.7,237,318,169,BLR,M,1994,26,34,1,1,66,0,66,2
14300249,14300249,,"Cawdery, D",91,2449,2407,-38.9,10,36,45,RSA,M,1982,0,0,6,41,2,0,2,9
13403729,13403729,,"Mammadzada, G",42,2442,2422,-30.1,8,11,23,AZE,F,2000,0,0,2,2,1,0,1,7
827061,827061,,"Stella, A",170,2512,2401,-2.7,25,94,51,ITA,M,1993,27,26,18,21,8,0,8,13
865834,865834,,"Moroni, L",297,2572,2415,88.8,88,123,86,ITA,M,2000,27,30,18,21,15,0,15,13
7000812,7000812,,"Kojima, S",56,2432,2400,4,10,19,27,JPN,M,1988,0,33,21,3,4,0,4,3
11600454,11600454,,"Fridman, D",812,2670,2591,55.4,262,414,136,GER,M,1976,11,34,5,1,91,0,91,8
4500024,4500024,,"Ladva, O",307,2543,2401,34.9,78,105,124,EST,M,1997,11,34,9,12,22,0,22,16
4500261,4500261,,"Kulaots, K",566,2597,2542,-95,165,266,135,EST,M,1976,11,34,9,12,41,0,41,16
13700090,13700090,,"Saduakassova, D",185,2495,2401,41.9,39,79,67,KAZ,F,1996,8,32,2,2,15,0,15,7
633429,633429,,"Edouard, R",776,2692,2607,-310.9,269,352,155,FRA,M,1990,8,35,5,16,58,0,58,4
806404,806404,,"Efimov, Ig",64,2439,2401,-21.7,10,22,32,MNC,M,1960,0,0,18,21,1,0,1,13
5008123,5008123,,"Koneru, H",357,2618,2541,-157.3,140,121,96,IND,F,1987,8,32,2,2,34,0,34,7
12519278,12519278,,"Mosadeghpour, Masoud",183,2542,2416,66.6,56,67,60,IRI,M,1997,29,34,6,20,20,0,20,4
12802859,12802859,,"Cornette, Deimante",175,2470,2402,-76.3,32,58,85,LTU,F,1989,0,32,2,2,5,0,5,7
11601426,11601426,,"Bernotas, A",52,2436,2403,-17.9,11,11,30,LAT,M,1995,0,25,9,12,2,0,2,16
13703544,13703544,,"Abdumalik, Z",201,2488,2405,4,58,58,85,KAZ,F,2000,8,32,2,2,22,0,22,7
12512214,12512214,,"Khademalsharieh, S",141,2489,2403,139.1,37,62,42,IRI,F,1997,8,32,2,2,16,0,16,7
14500205,14500205,,"Sulava, N",89,2496,2416,10.7,17,42,30,,,,0,0,4,9,2,0,2,12
3205800,3205800,,"Morris, J",47,2503,2405,0.3,11,18,18,AUS,M,1994,0,6,13,33,6,0,6,5
2300699,2300699,,"Gretarsson, He",50,2464,2412,-35.5,8,14,28,ISL,M,1977,0,15,13,35,2,0,2,6
10200649,10200649,,"Hossain, Enam",115,2496,2411,-8.6,16,55,44,BAN,M,1981,0,1,6,45,5,0,5,9
12400149,12400149,,Hoang Thanh Trang,136,2511,2414,-61.1,23,63,50,HUN,F,1980,8,32,2,2,8,0,8,7
718572,718572,,"Berkes, F",447,2702,2636,-78.1,154,257,36,HUN,M,1985,0,27,4,14,26,0,26,11
818860,818860,,"Valsecchi, A",249,2515,2407,61.1,55,107,87,ITA,M,1992,27,30,18,21,17,0,17,13
1510045,1510045,,"Tari, A",644,2634,2401,110.7,180,302,162,NOR,M,1999,5,34,13,1,52,0,52,8
3205207,3205207,,"Illingworth, M",126,2524,2408,22,35,47,44,AUS,M,1992,0,6,13,33,8,0,8,5
11601388,11601388,,"Neiksans, A",534,2631,2532,-80.9,165,268,101,LAT,M,1983,11,34,9,12,41,0,41,16
1621645,1621645,,"Schreiner, Pe",217,2494,2419,18,28,123,66,AUT,M,1992,0,30,5,30,12,0,12,12
14105730,14105730,,"Korobov, A",930,2723,2652,249.9,397,359,174,UKR,M,1985,4,34,1,1,106,0,106,8
13300865,13300865,,"Hovhanisian, M",143,2536,2444,-69.5,21,76,46,BEL,M,1978,0,3,5,34,9,0,9,4
13902393,13902393,,"Hamitevici, V",226,2519,2429,132.2,65,80,81,MDA,M,1991,0,27,13,37,9,0,9,6
8603405,8603405,,Wei Yi,996,2753,2501,-12.2,342,473,181,CHN,M,1999,4,34,24,4,85,0,85,8
4300033,4300033,,"Cheng, Bo",132,2525,2417,18.3,36,51,45,AUS,M,1997,0,30,13,33,14,0,14,5
13602071,13602071,,"Pantsulaia, L",571,2616,2556,12.7,214,208,149,GEO,M,1986,7,34,8,13,42,0,42,1
13604597,13604597,,"Beradze, I",78,2495,2416,33.8,15,36,27,GEO,M,1996,0,30,8,13,4,0,4,1
11602740,11602740,,"Meskovs, N",366,2574,2431,83.8,110,131,125,LAT,M,1994,11,34,9,12,28,0,28,16
2500914,2500914,,"Baburin, A",53,2534,2452,-34.8,5,31,17,IRL,M,1967,0,0,13,1,1,0,1,8
1700812,1700812,,"Hillarp Persson, T",365,2578,2490,-106,109,155,101,SWE,M,1970,5,34,13,17,35,0,35,6
13601458,13601458,,"Javakhishvili, L",278,2497,2423,13,68,125,85,GEO,F,1984,8,32,2,2,29,0,29,7
2606577,2606577,,"Hambleton, A",214,2509,2404,11.8,45,81,88,CAN,M,1992,0,33,21,3,7,0,7,3
1403613,1403613,,"Bekker Jensen, S",130,2483,2402,8.3,22,54,54,DEN,M,1980,0,17,13,17,8,0,8,6
2604922,2604922,,"Noritsyn, N",79,2508,2449,90.5,38,12,29,CAN,M,1991,0,0,21,51,3,0,3,3
2260409,2260409,,"Aloma Vidal, R",110,2492,2400,-6.3,23,34,53,AND,M,1989,0,31,0,19,9,0,9,19
7900872,7900872,,"Arab, A",78,2493,2428,16.4,13,40,25,ALG,M,1980,0,30,6,34,8,0,8,9
9400346,9400346,,"Al Qudaimi, B",23,2435,2405,12.8,4,10,9,YEM,M,1984,0,0,1,1,1,0,1,8
6900224,6900224,,"De la Riva Aguado, O",48,2540,2459,-20,7,28,13,AND,M,1972,0,0,13,17,2,0,2,6
922692,922692,,"Stojanovic, Da",149,2514,2478,-9,12,105,32,BIH,M,1983,0,27,4,6,12,0,12,12
4130189,4130189,,"Atalik, E",160,2468,2408,-59.6,27,72,61,TUR,F,1982,8,32,2,2,14,0,14,7
5007844,5007844,,"Sachdev, T",126,2442,2400,-64.7,9,54,63,IND,F,1986,0,0,5,11,1,0,1,4
13602993,13602993,,"Batsiashvili, N",287,2528,2405,-18,73,105,109,GEO,F,1987,8,32,2,2,29,0,29,7
403989,403989,,"Pert, N",108,2572,2539,-30.9,22,67,19,ENG,M,1981,1,27,13,18,10,0,10,6
4122356,4122356,,"Jakovenko, D",772,2759,2703,-282.4,240,417,115,RUS,M,1983,4,34,1,1,95,0,95,2
4162714,4162714,,"Epishin, V",222,2612,2519,-57.1,54,140,28,RUS,M,1965,0,0,0,44,4,0,4,12
2900211,2900211,,"Genov, Peta",52,2468,2431,15.4,2,42,8,BUL,M,1970,0,0,6,34,1,0,1,9
